time [s],x [m],y [m]
0.0,0.0,0.0
0.016683350016683352,3.060587199377897e-05,1.0201957331259656e-05
0.033366700033366704,3.060587199377897e-05,2.0403914662519313e-05
0.05005005005005006,3.060587199377897e-05,3.060587199377897e-05
0.06673340006673341,3.060587199377897e-05,2.0403914662519313e-05
0.08341675008341676,2.0403914662519313e-05,2.0403914662519313e-05
0.10010010010010012,0.0,3.060587199377897e-05
0.11678345011678347,-2.0403914662519313e-05,3.060587199377897e-05
0.13346680013346682,-5.100978665629828e-05,3.060587199377897e-05
0.15015015015015018,-7.14137013188176e-05,3.060587199377897e-05
0.16683350016683351,-9.18176159813369e-05,3.060587199377897e-05
0.18351685018351688,-0.00013262544530637553,3.060587199377897e-05
0.20020020020020024,-0.0001632313173001545,3.060587199377897e-05
0.21688355021688357,-0.0002142411039564528,3.060587199377897e-05
0.23356690023356694,-0.00025504893328149144,2.0403914662519313e-05
0.2502502502502503,-0.00029585676260653006,1.0201957331259656e-05
0.26693360026693363,-0.00030605871993778967,0.0
0.283616950283617,-0.0003978763359191266,-2.0403914662519313e-05
0.30030030030030036,-0.0004896939519004635,-4.0807829325038626e-05
0.31698365031698367,-0.0004998959092317232,-5.100978665629828e-05
0.33366700033366703,-0.0005815115678818004,-4.0807829325038626e-05
0.3503503503503504,-0.000652925269200618,-5.100978665629828e-05
0.36703370036703376,-0.0007141370131881759,-5.100978665629828e-05
0.3837170503837171,-0.0007957526718382532,-5.100978665629828e-05
0.4004004004004005,-0.0008263585438320322,-5.100978665629828e-05
0.4170837504170838,-0.0009079742024821094,-5.100978665629828e-05
0.43376710043376715,-0.0010303976904572252,-5.100978665629828e-05
0.4504504504504505,-0.0011120133491073025,-5.100978665629828e-05
0.4671338004671339,-0.00119362900775738,-5.100978665629828e-05
0.48381715048381724,-0.001275244666407457,-5.100978665629828e-05
0.5005005005005005,-0.001397668154382573,-6.121174398755794e-05
0.517183850517184,-0.0014690818557013905,-5.100978665629828e-05
0.5338672005338673,-0.0015711014290139872,-6.121174398755794e-05
0.5505505505505506,-0.0016527170876640643,-5.100978665629828e-05
0.567233900567234,-0.0017445347036454013,-6.121174398755794e-05
0.5839172505839173,-0.0018261503622954785,-5.100978665629828e-05
0.6006006006006007,-0.0019383718929393348,-6.121174398755794e-05
0.617283950617284,-0.0020301895089206716,-6.121174398755794e-05
0.6339673006339673,-0.0021322090822332683,-6.121174398755794e-05
0.6506506506506508,-0.0022444306128771244,-8.161565865007725e-05
0.6673340006673341,-0.0023362482288584612,-7.14137013188176e-05
0.6840173506840175,-0.0024178638875085386,-8.161565865007725e-05
0.7007007007007008,-0.002499479546158616,-8.161565865007725e-05
0.7173840507173841,-0.0026219030341337315,-9.18176159813369e-05
0.7340674007340675,-0.0027443265221088475,-0.00010201957331259656
0.7507507507507508,-0.0028667500100839636,-0.00010201957331259656
0.7674341007674342,-0.002948365668734041,-0.00010201957331259656
0.7841174507841175,-0.0030809911140404164,-0.00010201957331259656
0.800800800800801,-0.003213616559346792,-9.18176159813369e-05
0.8174841508174843,-0.003356443961984427,-9.18176159813369e-05
0.8341675008341676,-0.0034890694072908027,-9.18176159813369e-05
0.850850850850851,-0.0036114928952659183,-0.00010201957331259656
0.8675342008675343,-0.0037441183405722937,-0.00010201957331259656
0.8842175508842177,-0.0038665418285474097,-0.00010201957331259656
0.900900900900901,-0.003999167273853786,-0.00010201957331259656
0.9175842509175843,-0.0041521966338226805,-0.00011222153064385622
0.9342676009342678,-0.004295024036460315,-0.00011222153064385622
0.9509509509509511,-0.004417447524435431,-0.00011222153064385622
0.9676343009676345,-0.004580678841735586,-0.00011222153064385622
0.9843176509843178,-0.004733708201704481,-0.00012242348797511588
1.001001001001001,-0.004866333647010856,-0.00012242348797511588
1.0176843510176845,-0.005060170836304789,-0.00013262544530637553
1.034367701034368,-0.005223402153604944,-0.00013262544530637553
1.0510510510510511,-0.00535602759891132,-0.0001428274026376352
1.0677344010677345,-0.005519258916211474,-0.0001428274026376352
1.084417751084418,-0.00566208631884911,-0.0001632313173001545
1.1011011011011012,-0.0058253176361492635,-0.0001632313173001545
1.1177844511177846,-0.005978346996118158,-0.0001632313173001545
1.134467801134468,-0.006141578313418313,-0.00017343327463141417
1.1511511511511514,-0.006294607673387208,-0.0001836352319626738
1.1678345011678346,-0.006488444862681141,-0.0001632313173001545
1.184517851184518,-0.006692484009306335,-0.0001632313173001545
1.2012012012012014,-0.006865917283937749,-0.0001632313173001545
1.2178845512178846,-0.007039350558569163,-0.00017343327463141417
1.234567901234568,-0.007233187747863096,-0.00017343327463141417
1.2512512512512515,-0.00742702493715703,-0.00017343327463141417
1.2679346012679347,-0.0076106601691197035,-0.0001836352319626738
1.284617951284618,-0.007804497358413637,-0.0001836352319626738
1.3013013013013015,-0.00798813259037631,-0.00019383718929393348
1.317984651317985,-0.008192171737001505,-0.00019383718929393348
1.3346680013346681,-0.008396210883626697,-0.00019383718929393348
1.3513513513513515,-0.00860025003025189,-0.0002142411039564528
1.368034701368035,-0.008773683304883305,-0.00022444306128771243
1.3847180513847182,-0.00891651070752094,-0.0002346450186189721
1.4014014014014016,-0.009130751811477393,-0.00024484697595023177
1.418084751418085,-0.009385800744758884,-0.0002346450186189721
1.4347681014347682,-0.009620445763377856,-0.00022444306128771243
